response,seq_type,id,model,rank,target_length,sub-seq-n,human_response,data-category,dataset,response_category,SNAFU_switch,human_response_category,SNAFU_human_switch,response_unmodified,embedding_switch_prediction,switch_embedding
mouse,rank-1,379,gemini-2.5-flash-lite,12,32,1,greatwhiteshark,animals-gen,hills,"['Bird', 'Rodents']",True,['Fish'],True,mouse,True,median
rat,rank-1,379,gemini-2.5-flash-lite,13,32,1,polarbear,animals-gen,hills,['Rodents'],False,['Arctic'],True,rat,False,median
elephant,rank-1,379,gemini-2.5-flash-lite,14,32,1,elephant,animals-gen,hills,['African'],True,['African'],True,elephant,True,median
lion,rank-1,379,gemini-2.5-flash-lite,15,32,1,platypus,animals-gen,hills,"['African', 'Feline']",False,"['Australian', 'Water']",True,lion,False,median
tiger,rank-1,379,gemini-2.5-flash-lite,16,32,1,bunny,animals-gen,hills,"['African', 'Feline']",False,['Rabbit'],True,tiger,False,median
bear,rank-1,379,gemini-2.5-flash-lite,17,32,1,snake,animals-gen,hills,['NorthAmerican'],True,"['Farm', 'ReptileAmphibian']",True,bear,True,median
wolf,rank-1,379,gemini-2.5-flash-lite,18,32,1,stingray,animals-gen,hills,"['Canine', 'NorthAmerican']",False,['Water'],True,wolf,False,median
fox,rank-1,379,gemini-2.5-flash-lite,19,32,1,jellyfish,animals-gen,hills,"['Canine', 'NorthAmerican', 'UsedForFur']",False,['Water'],False,fox,True,median
deer,rank-1,379,gemini-2.5-flash-lite,20,32,1,cheetah,animals-gen,hills,"['Deers', 'NorthAmerican']",False,"['African', 'Feline']",True,deer,True,median
horse,rank-1,379,gemini-2.5-flash-lite,21,32,1,leopard,animals-gen,hills,"['BeastsOfBurden', 'Farm']",True,"['African', 'Feline']",False,horse,True,median
cow,rank-1,379,gemini-2.5-flash-lite,22,32,1,meerkat,animals-gen,hills,"['Bovine', 'Farm']",False,['African'],False,cow,False,median
pig,rank-1,379,gemini-2.5-flash-lite,23,32,1,eagle,animals-gen,hills,['Farm'],False,['Bird'],True,pig,False,median
sheep,rank-1,379,gemini-2.5-flash-lite,24,32,1,penguin,animals-gen,hills,['Farm'],False,"['Arctic', 'Bird', 'Water']",False,sheep,False,median
chicken,rank-1,379,gemini-2.5-flash-lite,25,32,1,mouse,animals-gen,hills,"['Bird', 'Farm']",False,"['Bird', 'Rodents']",False,chicken,True,median
dog,rank-1,382,gemini-2.5-flash-lite,1,35,1,dog,animals-gen,hills,"['Canine', 'Pets']",True,"['Canine', 'Pets']",True,dog,False,median
cat,rank-1,382,gemini-2.5-flash-lite,2,35,1,cat,animals-gen,hills,['Pets'],False,['Pets'],False,cat,False,median
hamster,rank-1,382,gemini-2.5-flash-lite,3,35,1,bat,animals-gen,hills,"['Pets', 'Rodents']",False,['Insectivores'],True,hamster,False,median
rabbit,rank-1,382,gemini-2.5-flash-lite,4,35,1,rat,animals-gen,hills,"['NorthAmerican', 'Pets', 'Rabbit', 'UsedForFur']",False,['Rodents'],True,rabbit,False,median
guinea_pig,rank-1,382,gemini-2.5-flash-lite,5,35,1,mouse,animals-gen,hills,"['Pets', 'Rodents']",False,"['Bird', 'Rodents']",False,guinea pig,False,median
ferret,rank-1,382,gemini-2.5-flash-lite,6,35,1,deer,animals-gen,hills,"['Farm', 'Weasels']",True,"['Deers', 'NorthAmerican']",True,ferret,True,median
bird,rank-1,382,gemini-2.5-flash-lite,7,35,1,bear,animals-gen,hills,['Bird'],True,['NorthAmerican'],False,bird,True,median
parrot,rank-1,382,gemini-2.5-flash-lite,8,35,1,lion,animals-gen,hills,"['Bird', 'Pets']",False,"['African', 'Feline']",True,parrot,False,median
canary,rank-1,382,gemini-2.5-flash-lite,9,35,1,tiger,animals-gen,hills,"['Bird', 'Pets']",False,"['African', 'Feline']",False,canary,True,median
fish,rank-1,382,gemini-2.5-flash-lite,10,35,1,whale,animals-gen,hills,"['Fish', 'Water']",True,"['Fish', 'Water']",True,fish,True,median
goldfish,rank-1,382,gemini-2.5-flash-lite,11,35,1,monkey,animals-gen,hills,"['Fish', 'Pets', 'Water']",False,"['African', 'Primates']",True,goldfish,False,median
betta,rank-1,382,gemini-2.5-flash-lite,12,35,1,giraffe,animals-gen,hills,,True,['African'],False,betta,True,median
snake,rank-1,382,gemini-2.5-flash-lite,13,35,1,hippopotamus,animals-gen,hills,"['Farm', 'ReptileAmphibian']",True,['African'],False,snake,True,median
lizard,rank-1,382,gemini-2.5-flash-lite,14,35,1,guineapig,animals-gen,hills,['ReptileAmphibian'],False,"['Pets', 'Rodents']",True,lizard,False,median
turtle,rank-1,382,gemini-2.5-flash-lite,15,35,1,pig,animals-gen,hills,"['ReptileAmphibian', 'Water']",False,['Farm'],True,turtle,False,median
frog,rank-1,382,gemini-2.5-flash-lite,16,35,1,horse,animals-gen,hills,"['ReptileAmphibian', 'Water']",False,"['BeastsOfBurden', 'Farm']",False,frog,False,median
salamander,rank-1,382,gemini-2.5-flash-lite,17,35,1,goat,animals-gen,hills,"['ReptileAmphibian', 'Water']",False,['Farm'],False,salamander,False,median
bear,rank-1,382,gemini-2.5-flash-lite,18,35,1,cow,animals-gen,hills,['NorthAmerican'],True,"['Bovine', 'Farm']",False,bear,True,median
wolf,rank-1,382,gemini-2.5-flash-lite,19,35,1,bull,animals-gen,hills,"['Canine', 'NorthAmerican']",False,['Feline'],True,wolf,True,median
fox,rank-1,382,gemini-2.5-flash-lite,20,35,1,sheep,animals-gen,hills,"['Canine', 'NorthAmerican', 'UsedForFur']",False,['Farm'],True,fox,True,median
dog,rank-1,696,gemini-2.5-flash-lite,1,35,1,dog,animals-gen,hills,"['Canine', 'Pets']",True,"['Canine', 'Pets']",True,dog,False,median
cat,rank-1,696,gemini-2.5-flash-lite,2,35,1,cat,animals-gen,hills,['Pets'],False,['Pets'],False,cat,False,median
hamster,rank-1,696,gemini-2.5-flash-lite,3,35,1,fish,animals-gen,hills,"['Pets', 'Rodents']",False,"['Fish', 'Water']",True,hamster,False,median
rabbit,rank-1,696,gemini-2.5-flash-lite,4,35,1,bird,animals-gen,hills,"['NorthAmerican', 'Pets', 'Rabbit', 'UsedForFur']",False,['Bird'],True,rabbit,False,median
bird,rank-1,696,gemini-2.5-flash-lite,5,35,1,squirrel,animals-gen,hills,['Bird'],True,"['NorthAmerican', 'Rodents']",True,bird,True,median
fish,rank-1,696,gemini-2.5-flash-lite,6,35,1,penguin,animals-gen,hills,"['Fish', 'Water']",True,"['Arctic', 'Bird', 'Water']",True,fish,True,median
snake,rank-1,696,gemini-2.5-flash-lite,7,35,1,mouse,animals-gen,hills,"['Farm', 'ReptileAmphibian']",True,"['Bird', 'Rodents']",False,snake,True,median
lizard,rank-1,696,gemini-2.5-flash-lite,8,35,1,rat,animals-gen,hills,['ReptileAmphibian'],False,['Rodents'],False,lizard,False,median
turtle,rank-1,696,gemini-2.5-flash-lite,9,35,1,skunk,animals-gen,hills,"['ReptileAmphibian', 'Water']",False,"['NorthAmerican', 'Weasels']",True,turtle,False,median
frog,rank-1,696,gemini-2.5-flash-lite,10,35,1,whale,animals-gen,hills,"['ReptileAmphibian', 'Water']",False,"['Fish', 'Water']",True,frog,False,median
spider,rank-1,696,gemini-2.5-flash-lite,11,35,1,dolphin,animals-gen,hills,"['Arachnid', 'Farm']",True,"['Insects', 'Water']",False,spider,True,median
ant,rank-1,696,gemini-2.5-flash-lite,12,35,1,elephant,animals-gen,hills,['Insects'],True,['African'],True,ant,True,median
bee,rank-1,696,gemini-2.5-flash-lite,13,35,1,rhinoceros,animals-gen,hills,['Insects'],False,['African'],False,bee,False,median
butterfly,rank-1,696,gemini-2.5-flash-lite,14,35,1,peacock,animals-gen,hills,['Insects'],False,['Bird'],True,butterfly,True,median
horse,rank-1,696,gemini-2.5-flash-lite,15,35,1,pig,animals-gen,hills,"['BeastsOfBurden', 'Farm']",True,['Farm'],True,horse,True,median
cow,rank-1,696,gemini-2.5-flash-lite,16,35,1,horse,animals-gen,hills,"['Bovine', 'Farm']",False,"['BeastsOfBurden', 'Farm']",False,cow,False,median
pig,rank-1,696,gemini-2.5-flash-lite,17,35,1,cow,animals-gen,hills,['Farm'],False,"['Bovine', 'Farm']",False,pig,False,median
sheep,rank-1,696,gemini-2.5-flash-lite,18,35,1,chicken,animals-gen,hills,['Farm'],False,"['Bird', 'Farm']",False,sheep,False,median
chicken,rank-1,696,gemini-2.5-flash-lite,19,35,1,hamster,animals-gen,hills,"['Bird', 'Farm']",False,"['Pets', 'Rodents']",True,chicken,True,median
duck,rank-1,696,gemini-2.5-flash-lite,20,35,1,guineapig,animals-gen,hills,['Bird'],False,"['Pets', 'Rodents']",False,duck,False,median
goose,rank-1,696,gemini-2.5-flash-lite,21,35,1,ferret,animals-gen,hills,['Water'],True,"['Farm', 'Weasels']",True,goose,False,median
turkey,rank-1,696,gemini-2.5-flash-lite,22,35,1,snake,animals-gen,hills,"['Bird', 'Farm']",True,"['Farm', 'ReptileAmphibian']",False,turkey,True,median
lion,rank-1,696,gemini-2.5-flash-lite,23,35,1,frog,animals-gen,hills,"['African', 'Feline']",True,"['ReptileAmphibian', 'Water']",False,lion,True,median
dog,rank-1,287,gemini-2.5-flash-lite,1,35,1,dog,animals-gen,hills,"['Canine', 'Pets']",True,"['Canine', 'Pets']",True,dog,False,median
cat,rank-1,287,gemini-2.5-flash-lite,2,35,1,cat,animals-gen,hills,['Pets'],False,['Pets'],False,cat,False,median
hamster,rank-1,287,gemini-2.5-flash-lite,3,35,1,bird,animals-gen,hills,"['Pets', 'Rodents']",False,['Bird'],True,hamster,False,median
rabbit,rank-1,287,gemini-2.5-flash-lite,4,35,1,squirrel,animals-gen,hills,"['NorthAmerican', 'Pets', 'Rabbit', 'UsedForFur']",False,"['NorthAmerican', 'Rodents']",True,rabbit,False,median
mouse,rank-1,287,gemini-2.5-flash-lite,5,35,1,chipmunk,animals-gen,hills,"['Bird', 'Rodents']",True,"['NorthAmerican', 'Rodents']",False,mouse,True,median
horse,rank-1,287,gemini-2.5-flash-lite,6,35,1,elephant,animals-gen,hills,"['BeastsOfBurden', 'Farm']",True,['African'],True,horse,True,median
cow,rank-1,287,gemini-2.5-flash-lite,7,35,1,lion,animals-gen,hills,"['Bovine', 'Farm']",False,"['African', 'Feline']",False,cow,False,median
pig,rank-1,287,gemini-2.5-flash-lite,8,35,1,tiger,animals-gen,hills,['Farm'],False,"['African', 'Feline']",False,pig,False,median
chicken,rank-1,287,gemini-2.5-flash-lite,9,35,1,bear,animals-gen,hills,"['Bird', 'Farm']",False,['NorthAmerican'],True,chicken,False,median
sheep,rank-1,287,gemini-2.5-flash-lite,10,35,1,mouse,animals-gen,hills,['Farm'],False,"['Bird', 'Rodents']",True,sheep,True,median
goat,rank-1,287,gemini-2.5-flash-lite,11,35,1,rat,animals-gen,hills,['Farm'],False,['Rodents'],False,goat,False,median
duck,rank-1,287,gemini-2.5-flash-lite,12,35,1,sheep,animals-gen,hills,['Bird'],True,['Farm'],True,duck,True,median
goose,rank-1,287,gemini-2.5-flash-lite,13,35,1,lamb,animals-gen,hills,['Water'],True,['Farm'],False,goose,False,median
turkey,rank-1,287,gemini-2.5-flash-lite,14,35,1,pig,animals-gen,hills,"['Bird', 'Farm']",True,['Farm'],False,turkey,True,median
lion,rank-1,287,gemini-2.5-flash-lite,15,35,1,donkey,animals-gen,hills,"['African', 'Feline']",True,"['BeastsOfBurden', 'Farm']",False,lion,True,median
tiger,rank-1,287,gemini-2.5-flash-lite,16,35,1,goose,animals-gen,hills,"['African', 'Feline']",False,['Water'],True,tiger,False,median
bear,rank-1,287,gemini-2.5-flash-lite,17,35,1,rooster,animals-gen,hills,['NorthAmerican'],True,['Farm'],True,bear,True,median
wolf,rank-1,287,gemini-2.5-flash-lite,18,35,1,monkey,animals-gen,hills,"['Canine', 'NorthAmerican']",False,"['African', 'Primates']",True,wolf,False,median
fox,rank-1,287,gemini-2.5-flash-lite,19,35,1,gorilla,animals-gen,hills,"['Canine', 'NorthAmerican', 'UsedForFur']",False,"['African', 'Primates']",False,fox,True,median
deer,rank-1,287,gemini-2.5-flash-lite,20,35,1,giraffe,animals-gen,hills,"['Deers', 'NorthAmerican']",False,['African'],False,deer,True,median
elephant,rank-1,287,gemini-2.5-flash-lite,21,35,1,penguin,animals-gen,hills,['African'],True,"['Arctic', 'Bird', 'Water']",True,elephant,True,median
giraffe,rank-1,287,gemini-2.5-flash-lite,22,35,1,dolphin,animals-gen,hills,['African'],False,"['Insects', 'Water']",False,giraffe,False,median
zebra,rank-1,287,gemini-2.5-flash-lite,23,35,1,whale,animals-gen,hills,['African'],False,"['Fish', 'Water']",False,zebra,False,median
monkey,rank-1,287,gemini-2.5-flash-lite,24,35,1,fish,animals-gen,hills,"['African', 'Primates']",False,"['Fish', 'Water']",False,monkey,True,median
dog,rank-1,198,gemini-2.5-flash-lite,1,25,1,dog,animals-gen,hills,"['Canine', 'Pets']",True,"['Canine', 'Pets']",True,dog,False,median
cat,rank-1,198,gemini-2.5-flash-lite,2,25,1,cat,animals-gen,hills,['Pets'],False,['Pets'],False,cat,False,median
hamster,rank-1,198,gemini-2.5-flash-lite,3,25,1,mouse,animals-gen,hills,"['Pets', 'Rodents']",False,"['Bird', 'Rodents']",True,hamster,False,median
rabbit,rank-1,198,gemini-2.5-flash-lite,4,25,1,tiger,animals-gen,hills,"['NorthAmerican', 'Pets', 'Rabbit', 'UsedForFur']",False,"['African', 'Feline']",True,rabbit,False,median
bird,rank-1,198,gemini-2.5-flash-lite,5,25,1,lion,animals-gen,hills,['Bird'],True,"['African', 'Feline']",False,bird,True,median
fish,rank-1,198,gemini-2.5-flash-lite,6,25,1,bear,animals-gen,hills,"['Fish', 'Water']",True,['NorthAmerican'],True,fish,True,median
snake,rank-1,198,gemini-2.5-flash-lite,7,25,1,cheetah,animals-gen,hills,"['Farm', 'ReptileAmphibian']",True,"['African', 'Feline']",True,snake,True,median
lizard,rank-1,198,gemini-2.5-flash-lite,8,25,1,skunk,animals-gen,hills,['ReptileAmphibian'],False,"['NorthAmerican', 'Weasels']",True,lizard,False,median
frog,rank-1,198,gemini-2.5-flash-lite,9,25,1,raccoon,animals-gen,hills,"['ReptileAmphibian', 'Water']",False,['NorthAmerican'],False,frog,False,median
turtle,rank-1,198,gemini-2.5-flash-lite,10,25,1,hamster,animals-gen,hills,"['ReptileAmphibian', 'Water']",False,"['Pets', 'Rodents']",True,turtle,False,median
horse,rank-1,198,gemini-2.5-flash-lite,11,25,1,elephant,animals-gen,hills,"['BeastsOfBurden', 'Farm']",True,['African'],True,horse,True,median
cow,rank-1,198,gemini-2.5-flash-lite,12,25,1,hippopotamus,animals-gen,hills,"['Bovine', 'Farm']",False,['African'],False,cow,False,median
pig,rank-1,198,gemini-2.5-flash-lite,13,25,1,alligator,animals-gen,hills,['Farm'],False,"['ReptileAmphibian', 'Water']",True,pig,False,median
chicken,rank-1,198,gemini-2.5-flash-lite,14,25,1,crocodile,animals-gen,hills,"['Bird', 'Farm']",False,['ReptileAmphibian'],False,chicken,False,median
sheep,rank-1,198,gemini-2.5-flash-lite,15,25,1,boaconstrictor,animals-gen,hills,['Farm'],False,['ReptileAmphibian'],False,sheep,True,median
goat,rank-1,198,gemini-2.5-flash-lite,16,25,1,viper,animals-gen,hills,['Farm'],False,['ReptileAmphibian'],False,goat,False,median
duck,rank-1,198,gemini-2.5-flash-lite,17,25,1,rattlesnake,animals-gen,hills,['Bird'],True,['ReptileAmphibian'],False,duck,True,median
goose,rank-1,198,gemini-2.5-flash-lite,18,25,1,opossum,animals-gen,hills,['Water'],True,['NorthAmerican'],True,goose,False,median
turkey,rank-1,198,gemini-2.5-flash-lite,19,25,1,fox,animals-gen,hills,"['Bird', 'Farm']",True,"['Canine', 'NorthAmerican', 'UsedForFur']",False,turkey,True,median
donkey,rank-1,198,gemini-2.5-flash-lite,20,25,1,deer,animals-gen,hills,"['BeastsOfBurden', 'Farm']",False,"['Deers', 'NorthAmerican']",False,donkey,True,median
deer,rank-1,198,gemini-2.5-flash-lite,21,25,1,bobcat,animals-gen,hills,"['Deers', 'NorthAmerican']",True,"['Feline', 'NorthAmerican']",False,deer,True,median
bear,rank-1,198,gemini-2.5-flash-lite,22,25,1,bird,animals-gen,hills,['NorthAmerican'],False,['Bird'],True,bear,True,median
wolf,rank-1,198,gemini-2.5-flash-lite,23,25,1,beaver,animals-gen,hills,"['Canine', 'NorthAmerican']",False,"['NorthAmerican', 'Rodents', 'UsedForFur', 'Water']",True,wolf,False,median
dog,rank-1,494,gemini-2.5-flash-lite,1,29,1,dog,animals-gen,hills,"['Canine', 'Pets']",True,"['Canine', 'Pets']",True,dog,False,median
cat,rank-1,494,gemini-2.5-flash-lite,2,29,1,cat,animals-gen,hills,['Pets'],False,['Pets'],False,cat,False,median
hamster,rank-1,494,gemini-2.5-flash-lite,3,29,1,bird,animals-gen,hills,"['Pets', 'Rodents']",False,['Bird'],True,hamster,False,median
rabbit,rank-1,494,gemini-2.5-flash-lite,4,29,1,rat,animals-gen,hills,"['NorthAmerican', 'Pets', 'Rabbit', 'UsedForFur']",False,['Rodents'],True,rabbit,False,median
guinea_pig,rank-1,494,gemini-2.5-flash-lite,5,29,1,mouse,animals-gen,hills,"['Pets', 'Rodents']",False,"['Bird', 'Rodents']",False,guinea pig,True,median
horse,rank-1,494,gemini-2.5-flash-lite,6,29,1,lizard,animals-gen,hills,"['BeastsOfBurden', 'Farm']",True,['ReptileAmphibian'],True,horse,True,median
cow,rank-1,494,gemini-2.5-flash-lite,7,29,1,snake,animals-gen,hills,"['Bovine', 'Farm']",False,"['Farm', 'ReptileAmphibian']",False,cow,True,median
pig,rank-1,494,gemini-2.5-flash-lite,8,29,1,lion,animals-gen,hills,['Farm'],False,"['African', 'Feline']",True,pig,False,median
chicken,rank-1,494,gemini-2.5-flash-lite,9,29,1,giraffe,animals-gen,hills,"['Bird', 'Farm']",False,['African'],False,chicken,True,median
duck,rank-1,494,gemini-2.5-flash-lite,10,29,1,tiger,animals-gen,hills,['Bird'],False,"['African', 'Feline']",False,duck,False,median
goose,rank-1,494,gemini-2.5-flash-lite,11,29,1,eagle,animals-gen,hills,['Water'],True,['Bird'],True,goose,False,median
sheep,rank-1,494,gemini-2.5-flash-lite,12,29,1,groundhog,animals-gen,hills,['Farm'],True,"['Rodents', 'Weasels']",True,sheep,True,median
goat,rank-1,494,gemini-2.5-flash-lite,13,29,1,opossum,animals-gen,hills,['Farm'],False,['NorthAmerican'],True,goat,False,median
lion,rank-1,494,gemini-2.5-flash-lite,14,29,1,parrot,animals-gen,hills,"['African', 'Feline']",True,"['Bird', 'Pets']",True,lion,True,median
tiger,rank-1,494,gemini-2.5-flash-lite,15,29,1,bear,animals-gen,hills,"['African', 'Feline']",False,['NorthAmerican'],True,tiger,False,median
bear,rank-1,494,gemini-2.5-flash-lite,16,29,1,owl,animals-gen,hills,['NorthAmerican'],True,['Bird'],True,bear,True,median
elephant,rank-1,494,gemini-2.5-flash-lite,17,29,1,alligator,animals-gen,hills,['African'],True,"['ReptileAmphibian', 'Water']",True,elephant,True,median
monkey,rank-1,494,gemini-2.5-flash-lite,18,29,1,gerbil,animals-gen,hills,"['African', 'Primates']",False,"['Pets', 'Rodents']",True,monkey,True,median
giraffe,rank-1,494,gemini-2.5-flash-lite,19,29,1,fish,animals-gen,hills,['African'],False,"['Fish', 'Water']",True,giraffe,True,median
zebra,rank-1,494,gemini-2.5-flash-lite,20,29,1,shark,animals-gen,hills,['African'],False,"['Fish', 'Water']",False,zebra,False,median
rhinoceros,rank-1,494,gemini-2.5-flash-lite,21,29,1,whale,animals-gen,hills,['African'],False,"['Fish', 'Water']",False,rhinoceros,True,median
hippopotamus,rank-1,494,gemini-2.5-flash-lite,22,29,1,jellyfish,animals-gen,hills,['African'],False,['Water'],False,hippopotamus,False,median
crocodile,rank-1,494,gemini-2.5-flash-lite,23,29,1,bat,animals-gen,hills,['ReptileAmphibian'],True,['Insectivores'],True,crocodile,False,median
snake,rank-1,494,gemini-2.5-flash-lite,24,29,1,hippopotamus,animals-gen,hills,"['Farm', 'ReptileAmphibian']",False,['African'],True,snake,False,median
cat,rank-1,576,gemini-2.5-flash-lite,1,35,1,dog,animals-gen,hills,['Pets'],True,"['Canine', 'Pets']",True,cat,False,median
hamster,rank-1,576,gemini-2.5-flash-lite,2,35,1,cat,animals-gen,hills,"['Pets', 'Rodents']",False,['Pets'],False,hamster,False,median
rabbit,rank-1,576,gemini-2.5-flash-lite,3,35,1,mouse,animals-gen,hills,"['NorthAmerican', 'Pets', 'Rabbit', 'UsedForFur']",False,"['Bird', 'Rodents']",True,rabbit,False,median
guinea_pig,rank-1,576,gemini-2.5-flash-lite,4,35,1,moose,animals-gen,hills,"['Pets', 'Rodents']",False,"['Deers', 'NorthAmerican']",True,guinea pig,True,median
mouse,rank-1,576,gemini-2.5-flash-lite,5,35,1,cow,animals-gen,hills,"['Bird', 'Rodents']",False,"['Bovine', 'Farm']",True,mouse,True,median
rat,rank-1,576,gemini-2.5-flash-lite,6,35,1,goldenmarmot,animals-gen,hills,['Rodents'],False,['Rodents'],True,rat,False,median
squirrel,rank-1,576,gemini-2.5-flash-lite,7,35,1,deer,animals-gen,hills,"['NorthAmerican', 'Rodents']",False,"['Deers', 'NorthAmerican']",True,squirrel,True,median
chipmunk,rank-1,576,gemini-2.5-flash-lite,8,35,1,stag,animals-gen,hills,"['NorthAmerican', 'Rodents']",False,['Deers'],False,chipmunk,False,median
beaver,rank-1,576,gemini-2.5-flash-lite,9,35,1,bull,animals-gen,hills,"['NorthAmerican', 'Rodents', 'UsedForFur', 'Water']",False,['Feline'],True,beaver,True,median
otter,rank-1,576,gemini-2.5-flash-lite,10,35,1,frog,animals-gen,hills,"['Water', 'Weasels']",False,"['ReptileAmphibian', 'Water']",True,otter,True,median
seal,rank-1,576,gemini-2.5-flash-lite,11,35,1,bird,animals-gen,hills,"['Arctic', 'Water']",False,['Bird'],True,seal,True,median
walrus,rank-1,576,gemini-2.5-flash-lite,12,35,1,eagle,animals-gen,hills,"['Arctic', 'Water']",False,['Bird'],False,walrus,True,median
whale,rank-1,576,gemini-2.5-flash-lite,13,35,1,sparrow,animals-gen,hills,"['Fish', 'Water']",False,['Bird'],False,whale,False,median
dolphin,rank-1,576,gemini-2.5-flash-lite,14,35,1,hawk,animals-gen,hills,"['Insects', 'Water']",False,['Bird'],False,dolphin,False,median
shark,rank-1,576,gemini-2.5-flash-lite,15,35,1,falcon,animals-gen,hills,"['Fish', 'Water']",False,['Bird'],False,shark,False,median
octopus,rank-1,576,gemini-2.5-flash-lite,16,35,1,bear,animals-gen,hills,['Water'],False,['NorthAmerican'],True,octopus,True,median
jellyfish,rank-1,576,gemini-2.5-flash-lite,17,35,1,wolverine,animals-gen,hills,['Water'],False,['Weasels'],True,jellyfish,False,median
starfish,rank-1,576,gemini-2.5-flash-lite,18,35,1,wolf,animals-gen,hills,['Water'],False,"['Canine', 'NorthAmerican']",True,starfish,False,median
crab,rank-1,576,gemini-2.5-flash-lite,19,35,1,spider,animals-gen,hills,['Water'],False,"['Arachnid', 'Farm']",True,crab,True,median
lobster,rank-1,576,gemini-2.5-flash-lite,20,35,1,grasshopper,animals-gen,hills,['Water'],False,['Insects'],True,lobster,False,median
dog,rank-1,480,gemini-2.5-flash-lite,1,35,1,dog,animals-gen,hills,"['Canine', 'Pets']",True,"['Canine', 'Pets']",True,dog,False,median
cat,rank-1,480,gemini-2.5-flash-lite,2,35,1,cat,animals-gen,hills,['Pets'],False,['Pets'],False,cat,False,median
hamster,rank-1,480,gemini-2.5-flash-lite,3,35,1,ferret,animals-gen,hills,"['Pets', 'Rodents']",False,"['Farm', 'Weasels']",True,hamster,False,median
rabbit,rank-1,480,gemini-2.5-flash-lite,4,35,1,lizard,animals-gen,hills,"['NorthAmerican', 'Pets', 'Rabbit', 'UsedForFur']",False,['ReptileAmphibian'],True,rabbit,False,median
horse,rank-1,480,gemini-2.5-flash-lite,5,35,1,panda,animals-gen,hills,"['BeastsOfBurden', 'Farm']",True,['Asian'],True,horse,True,median
cow,rank-1,480,gemini-2.5-flash-lite,6,35,1,koala,animals-gen,hills,"['Bovine', 'Farm']",False,['Australian'],True,cow,False,median
pig,rank-1,480,gemini-2.5-flash-lite,7,35,1,seal,animals-gen,hills,['Farm'],False,"['Arctic', 'Water']",True,pig,False,median
chicken,rank-1,480,gemini-2.5-flash-lite,8,35,1,dolphin,animals-gen,hills,"['Bird', 'Farm']",False,"['Insects', 'Water']",False,chicken,False,median
sheep,rank-1,480,gemini-2.5-flash-lite,9,35,1,fish,animals-gen,hills,['Farm'],False,"['Fish', 'Water']",False,sheep,True,median
goat,rank-1,480,gemini-2.5-flash-lite,10,35,1,shark,animals-gen,hills,['Farm'],False,"['Fish', 'Water']",False,goat,False,median
duck,rank-1,480,gemini-2.5-flash-lite,11,35,1,whale,animals-gen,hills,['Bird'],True,"['Fish', 'Water']",False,duck,True,median
goose,rank-1,480,gemini-2.5-flash-lite,12,35,1,sealion,animals-gen,hills,['Water'],True,['Water'],False,goose,False,median
turkey,rank-1,480,gemini-2.5-flash-lite,13,35,1,polarbear,animals-gen,hills,"['Bird', 'Farm']",True,['Arctic'],True,turkey,True,median
bear,rank-1,480,gemini-2.5-flash-lite,14,35,1,blackbear,animals-gen,hills,['NorthAmerican'],True,['NorthAmerican'],True,bear,True,median
wolf,rank-1,480,gemini-2.5-flash-lite,15,35,1,grizzlybear,animals-gen,hills,"['Canine', 'NorthAmerican']",False,['NorthAmerican'],False,wolf,True,median
fox,rank-1,480,gemini-2.5-flash-lite,16,35,1,fox,animals-gen,hills,"['Canine', 'NorthAmerican', 'UsedForFur']",False,"['Canine', 'NorthAmerican', 'UsedForFur']",False,fox,True,median
deer,rank-1,480,gemini-2.5-flash-lite,17,35,1,coyote,animals-gen,hills,"['Deers', 'NorthAmerican']",False,['Canine'],False,deer,True,median
squirrel,rank-1,480,gemini-2.5-flash-lite,18,35,1,pig,animals-gen,hills,"['NorthAmerican', 'Rodents']",False,['Farm'],True,squirrel,False,median
rabbit,rank-1,480,gemini-2.5-flash-lite,19,35,1,cow,animals-gen,hills,"['NorthAmerican', 'Pets', 'Rabbit', 'UsedForFur']",False,"['Bovine', 'Farm']",False,rabbit,False,median
mouse,rank-1,480,gemini-2.5-flash-lite,20,35,1,horse,animals-gen,hills,"['Bird', 'Rodents']",True,"['BeastsOfBurden', 'Farm']",False,mouse,True,median
rat,rank-1,480,gemini-2.5-flash-lite,21,35,1,duck,animals-gen,hills,['Rodents'],False,['Bird'],True,rat,False,median
snake,rank-1,480,gemini-2.5-flash-lite,22,35,1,frog,animals-gen,hills,"['Farm', 'ReptileAmphibian']",True,"['ReptileAmphibian', 'Water']",True,snake,True,median
lizard,rank-1,480,gemini-2.5-flash-lite,23,35,1,snake,animals-gen,hills,['ReptileAmphibian'],False,"['Farm', 'ReptileAmphibian']",False,lizard,False,median
cat,rank-1,479,gemini-2.5-flash-lite,1,35,1,cat,animals-gen,hills,['Pets'],True,['Pets'],True,cat,False,median
dog,rank-1,479,gemini-2.5-flash-lite,2,35,1,dog,animals-gen,hills,"['Canine', 'Pets']",False,"['Canine', 'Pets']",False,dog,False,median
hamster,rank-1,479,gemini-2.5-flash-lite,3,35,1,elephant,animals-gen,hills,"['Pets', 'Rodents']",False,['African'],True,hamster,True,median
rabbit,rank-1,479,gemini-2.5-flash-lite,4,35,1,giraffe,animals-gen,hills,"['NorthAmerican', 'Pets', 'Rabbit', 'UsedForFur']",False,['African'],False,rabbit,False,median
guinea_pig,rank-1,479,gemini-2.5-flash-lite,5,35,1,monkey,animals-gen,hills,"['Pets', 'Rodents']",False,"['African', 'Primates']",False,guinea pig,False,median
