response,seq_type,id,model,rank,target_length,sub-seq-n,human_response,data-category,dataset,response_category,SNAFU_switch,human_response_category,SNAFU_human_switch,response_unmodified,embedding_switch_prediction,switch_embedding
rabbit,rank-1,791,gemini-3-flash-preview,32,35,1,cow,animals-gen,hills,"['NorthAmerican', 'Pets', 'Rabbit', 'UsedForFur']",False,"['Bovine', 'Farm']",True,rabbit,True,median
squirrel,rank-1,791,gemini-3-flash-preview,33,35,1,chicken,animals-gen,hills,"['NorthAmerican', 'Rodents']",False,"['Bird', 'Farm']",False,squirrel,True,median
raccoon,rank-1,791,gemini-3-flash-preview,34,35,1,lamb,animals-gen,hills,['NorthAmerican'],False,['Farm'],False,raccoon,False,median
skunk,rank-1,791,gemini-3-flash-preview,35,35,1,sheep,animals-gen,hills,"['NorthAmerican', 'Weasels']",False,['Farm'],False,skunk,False,median
dog,rank-1,387,gemini-3-flash-preview,1,35,1,dog,animals-gen,hills,"['Canine', 'Pets']",True,"['Canine', 'Pets']",True,dog,False,median
cat,rank-1,387,gemini-3-flash-preview,2,35,1,cat,animals-gen,hills,['Pets'],False,['Pets'],False,cat,False,median
hamster,rank-1,387,gemini-3-flash-preview,3,35,1,monkey,animals-gen,hills,"['Pets', 'Rodents']",False,"['African', 'Primates']",True,hamster,False,median
rabbit,rank-1,387,gemini-3-flash-preview,4,35,1,elephant,animals-gen,hills,"['NorthAmerican', 'Pets', 'Rabbit', 'UsedForFur']",False,['African'],False,rabbit,False,median
guinea_pig,rank-1,387,gemini-3-flash-preview,5,35,1,zebra,animals-gen,hills,"['Pets', 'Rodents']",False,['African'],False,guinea pig,True,median
horse,rank-1,387,gemini-3-flash-preview,6,35,1,bird,animals-gen,hills,"['BeastsOfBurden', 'Farm']",True,['Bird'],True,horse,True,median
cow,rank-1,387,gemini-3-flash-preview,7,35,1,hippopotamus,animals-gen,hills,"['Bovine', 'Farm']",False,['African'],True,cow,False,median
pig,rank-1,387,gemini-3-flash-preview,8,35,1,squirrel,animals-gen,hills,['Farm'],False,"['NorthAmerican', 'Rodents']",True,pig,False,median
sheep,rank-1,387,gemini-3-flash-preview,9,35,1,bunny,animals-gen,hills,['Farm'],False,['Rabbit'],True,sheep,True,median
goat,rank-1,387,gemini-3-flash-preview,10,35,1,giraffe,animals-gen,hills,['Farm'],False,['African'],True,goat,False,median
chicken,rank-1,387,gemini-3-flash-preview,11,35,1,snake,animals-gen,hills,"['Bird', 'Farm']",False,"['Farm', 'ReptileAmphibian']",True,chicken,True,median
duck,rank-1,387,gemini-3-flash-preview,12,35,1,bat,animals-gen,hills,['Bird'],False,['Insectivores'],True,duck,False,median
goose,rank-1,387,gemini-3-flash-preview,13,35,1,polarbear,animals-gen,hills,['Water'],True,['Arctic'],True,goose,False,median
turkey,rank-1,387,gemini-3-flash-preview,14,35,1,lion,animals-gen,hills,"['Bird', 'Farm']",True,"['African', 'Feline']",True,turkey,True,median
deer,rank-1,387,gemini-3-flash-preview,15,35,1,tiger,animals-gen,hills,"['Deers', 'NorthAmerican']",True,"['African', 'Feline']",False,deer,True,median
bear,rank-1,387,gemini-3-flash-preview,16,35,1,bear,animals-gen,hills,['NorthAmerican'],False,['NorthAmerican'],True,bear,True,median
wolf,rank-1,387,gemini-3-flash-preview,17,35,1,turtle,animals-gen,hills,"['Canine', 'NorthAmerican']",False,"['ReptileAmphibian', 'Water']",True,wolf,True,median
fox,rank-1,387,gemini-3-flash-preview,18,35,1,fish,animals-gen,hills,"['Canine', 'NorthAmerican', 'UsedForFur']",False,"['Fish', 'Water']",False,fox,True,median
squirrel,rank-1,387,gemini-3-flash-preview,19,35,1,starfish,animals-gen,hills,"['NorthAmerican', 'Rodents']",False,['Water'],False,squirrel,True,median
raccoon,rank-1,387,gemini-3-flash-preview,20,35,1,jellyfish,animals-gen,hills,['NorthAmerican'],False,['Water'],False,raccoon,False,median
lion,rank-1,387,gemini-3-flash-preview,21,35,1,shark,animals-gen,hills,"['African', 'Feline']",True,"['Fish', 'Water']",False,lion,True,median
tiger,rank-1,387,gemini-3-flash-preview,22,35,1,dolphin,animals-gen,hills,"['African', 'Feline']",False,"['Insects', 'Water']",False,tiger,False,median
cheetah,rank-1,387,gemini-3-flash-preview,23,35,1,whale,animals-gen,hills,"['African', 'Feline']",False,"['Fish', 'Water']",False,cheetah,False,median
leopard,rank-1,387,gemini-3-flash-preview,24,35,1,beluga,animals-gen,hills,"['African', 'Feline']",False,['Water'],False,leopard,False,median
elephant,rank-1,387,gemini-3-flash-preview,25,35,1,lobster,animals-gen,hills,['African'],False,['Water'],False,elephant,True,median
giraffe,rank-1,387,gemini-3-flash-preview,26,35,1,crab,animals-gen,hills,['African'],False,['Water'],False,giraffe,False,median
zebra,rank-1,387,gemini-3-flash-preview,27,35,1,chicken,animals-gen,hills,['African'],False,"['Bird', 'Farm']",True,zebra,False,median
rhino,rank-1,387,gemini-3-flash-preview,28,35,1,cow,animals-gen,hills,['African'],False,"['Bovine', 'Farm']",False,rhino,True,median
hippo,rank-1,387,gemini-3-flash-preview,29,35,1,turkey,animals-gen,hills,,True,"['Bird', 'Farm']",False,hippo,False,median
monkey,rank-1,387,gemini-3-flash-preview,30,35,1,horse,animals-gen,hills,"['African', 'Primates']",True,"['BeastsOfBurden', 'Farm']",False,monkey,True,median
gorilla,rank-1,387,gemini-3-flash-preview,31,35,1,hen,animals-gen,hills,"['African', 'Primates']",False,['Farm'],False,gorilla,False,median
chimpanzee,rank-1,387,gemini-3-flash-preview,32,35,1,rooster,animals-gen,hills,"['African', 'Primates']",False,['Farm'],False,chimpanzee,False,median
kangaroo,rank-1,387,gemini-3-flash-preview,33,35,1,mouse,animals-gen,hills,['Australian'],True,"['Bird', 'Rodents']",True,kangaroo,True,median
koala,rank-1,387,gemini-3-flash-preview,34,35,1,chipmunk,animals-gen,hills,['Australian'],False,"['NorthAmerican', 'Rodents']",False,koala,False,median
snake,rank-1,387,gemini-3-flash-preview,35,35,1,scorpion,animals-gen,hills,"['Farm', 'ReptileAmphibian']",True,['Insects'],True,snake,True,median
dog,rank-1,388,gemini-3-flash-preview,1,35,1,dog,animals-gen,hills,"['Canine', 'Pets']",True,"['Canine', 'Pets']",True,dog,False,median
cat,rank-1,388,gemini-3-flash-preview,2,35,1,cat,animals-gen,hills,['Pets'],False,['Pets'],False,cat,False,median
hamster,rank-1,388,gemini-3-flash-preview,3,35,1,lion,animals-gen,hills,"['Pets', 'Rodents']",False,"['African', 'Feline']",True,hamster,False,median
rabbit,rank-1,388,gemini-3-flash-preview,4,35,1,bear,animals-gen,hills,"['NorthAmerican', 'Pets', 'Rabbit', 'UsedForFur']",False,['NorthAmerican'],True,rabbit,False,median
guinea_pig,rank-1,388,gemini-3-flash-preview,5,35,1,ant,animals-gen,hills,"['Pets', 'Rodents']",False,['Insects'],True,guinea pig,True,median
goldfish,rank-1,388,gemini-3-flash-preview,6,35,1,spider,animals-gen,hills,"['Fish', 'Pets', 'Water']",False,"['Arachnid', 'Farm']",True,goldfish,True,median
turtle,rank-1,388,gemini-3-flash-preview,7,35,1,rabbit,animals-gen,hills,"['ReptileAmphibian', 'Water']",False,"['NorthAmerican', 'Pets', 'Rabbit', 'UsedForFur']",True,turtle,True,median
snake,rank-1,388,gemini-3-flash-preview,8,35,1,moose,animals-gen,hills,"['Farm', 'ReptileAmphibian']",False,"['Deers', 'NorthAmerican']",False,snake,True,median
lizard,rank-1,388,gemini-3-flash-preview,9,35,1,mongoose,animals-gen,hills,['ReptileAmphibian'],False,"['African', 'Weasels']",True,lizard,False,median
frog,rank-1,388,gemini-3-flash-preview,10,35,1,antelope,animals-gen,hills,"['ReptileAmphibian', 'Water']",False,['African'],False,frog,False,median
cow,rank-1,388,gemini-3-flash-preview,11,35,1,canary,animals-gen,hills,"['Bovine', 'Farm']",True,"['Bird', 'Pets']",True,cow,True,median
pig,rank-1,388,gemini-3-flash-preview,12,35,1,pelican,animals-gen,hills,['Farm'],False,['Bird'],False,pig,False,median
horse,rank-1,388,gemini-3-flash-preview,13,35,1,crow,animals-gen,hills,"['BeastsOfBurden', 'Farm']",False,['Bird'],False,horse,True,median
sheep,rank-1,388,gemini-3-flash-preview,14,35,1,seagull,animals-gen,hills,['Farm'],False,['Bird'],False,sheep,True,median
goat,rank-1,388,gemini-3-flash-preview,15,35,1,coyote,animals-gen,hills,['Farm'],False,['Canine'],True,goat,False,median
chicken,rank-1,388,gemini-3-flash-preview,16,35,1,otter,animals-gen,hills,"['Bird', 'Farm']",False,"['Water', 'Weasels']",True,chicken,True,median
duck,rank-1,388,gemini-3-flash-preview,17,35,1,snake,animals-gen,hills,['Bird'],False,"['Farm', 'ReptileAmphibian']",True,duck,False,median
goose,rank-1,388,gemini-3-flash-preview,18,35,1,ladybug,animals-gen,hills,['Water'],True,['Insects'],True,goose,False,median
turkey,rank-1,388,gemini-3-flash-preview,19,35,1,whale,animals-gen,hills,"['Bird', 'Farm']",True,"['Fish', 'Water']",True,turkey,True,median
deer,rank-1,388,gemini-3-flash-preview,20,35,1,fish,animals-gen,hills,"['Deers', 'NorthAmerican']",True,"['Fish', 'Water']",False,deer,True,median
squirrel,rank-1,388,gemini-3-flash-preview,21,35,1,dolphin,animals-gen,hills,"['NorthAmerican', 'Rodents']",False,"['Insects', 'Water']",False,squirrel,True,median
raccoon,rank-1,388,gemini-3-flash-preview,22,35,1,jellyfish,animals-gen,hills,['NorthAmerican'],False,['Water'],False,raccoon,False,median
fox,rank-1,388,gemini-3-flash-preview,23,35,1,giraffe,animals-gen,hills,"['Canine', 'NorthAmerican', 'UsedForFur']",False,['African'],True,fox,True,median
wolf,rank-1,388,gemini-3-flash-preview,24,35,1,elephant,animals-gen,hills,"['Canine', 'NorthAmerican']",False,['African'],False,wolf,True,median
bear,rank-1,388,gemini-3-flash-preview,25,35,1,cheetah,animals-gen,hills,['NorthAmerican'],False,"['African', 'Feline']",False,bear,True,median
lion,rank-1,388,gemini-3-flash-preview,26,35,1,mouse,animals-gen,hills,"['African', 'Feline']",True,"['Bird', 'Rodents']",True,lion,False,median
tiger,rank-1,388,gemini-3-flash-preview,27,35,1,tiger,animals-gen,hills,"['African', 'Feline']",False,"['African', 'Feline']",True,tiger,False,median
elephant,rank-1,388,gemini-3-flash-preview,28,35,1,liger,animals-gen,hills,['African'],False,['Feline'],False,elephant,True,median
giraffe,rank-1,388,gemini-3-flash-preview,29,35,1,monkey,animals-gen,hills,['African'],False,"['African', 'Primates']",True,giraffe,False,median
zebra,rank-1,388,gemini-3-flash-preview,30,35,1,sloth,animals-gen,hills,['African'],False,['Jungle'],True,zebra,False,median
rhino,rank-1,388,gemini-3-flash-preview,31,35,1,gorilla,animals-gen,hills,['African'],False,"['African', 'Primates']",True,rhino,False,median
hippo,rank-1,388,gemini-3-flash-preview,32,35,1,ape,animals-gen,hills,,True,['Primates'],False,hippo,False,median
whale,rank-1,388,gemini-3-flash-preview,33,35,1,skunk,animals-gen,hills,"['Fish', 'Water']",True,"['NorthAmerican', 'Weasels']",True,whale,True,median
dolphin,rank-1,388,gemini-3-flash-preview,34,35,1,deer,animals-gen,hills,"['Insects', 'Water']",False,"['Deers', 'NorthAmerican']",False,dolphin,False,median
shark,rank-1,388,gemini-3-flash-preview,35,35,1,turtle,animals-gen,hills,"['Fish', 'Water']",False,"['ReptileAmphibian', 'Water']",True,shark,False,median
dog,rank-1,681,gemini-3-flash-preview,1,35,1,dog,animals-gen,hills,"['Canine', 'Pets']",True,"['Canine', 'Pets']",True,dog,False,median
cat,rank-1,681,gemini-3-flash-preview,2,35,1,cat,animals-gen,hills,['Pets'],False,['Pets'],False,cat,False,median
hamster,rank-1,681,gemini-3-flash-preview,3,35,1,bird,animals-gen,hills,"['Pets', 'Rodents']",False,['Bird'],True,hamster,True,median
rabbit,rank-1,681,gemini-3-flash-preview,4,35,1,elephant,animals-gen,hills,"['NorthAmerican', 'Pets', 'Rabbit', 'UsedForFur']",False,['African'],True,rabbit,True,median
guinea_pig,rank-1,681,gemini-3-flash-preview,5,35,1,lion,animals-gen,hills,"['Pets', 'Rodents']",False,"['African', 'Feline']",False,guinea pig,True,median
mouse,rank-1,681,gemini-3-flash-preview,6,35,1,tiger,animals-gen,hills,"['Bird', 'Rodents']",False,"['African', 'Feline']",False,mouse,True,median
rat,rank-1,681,gemini-3-flash-preview,7,35,1,pig,animals-gen,hills,['Rodents'],False,['Farm'],True,rat,False,median
cow,rank-1,681,gemini-3-flash-preview,8,35,1,guineapig,animals-gen,hills,"['Bovine', 'Farm']",True,"['Pets', 'Rodents']",True,cow,True,median
pig,rank-1,681,gemini-3-flash-preview,9,35,1,chick,animals-gen,hills,['Farm'],False,['Farm'],True,pig,False,median
horse,rank-1,681,gemini-3-flash-preview,10,35,1,cub,animals-gen,hills,"['BeastsOfBurden', 'Farm']",False,['NorthAmerican'],True,horse,True,median
chicken,rank-1,681,gemini-3-flash-preview,11,35,1,bear,animals-gen,hills,"['Bird', 'Farm']",False,['NorthAmerican'],False,chicken,True,median
sheep,rank-1,681,gemini-3-flash-preview,12,35,1,dolphin,animals-gen,hills,['Farm'],False,"['Insects', 'Water']",True,sheep,True,median
goat,rank-1,681,gemini-3-flash-preview,13,35,1,kangaroo,animals-gen,hills,['Farm'],False,['Australian'],True,goat,False,median
deer,rank-1,681,gemini-3-flash-preview,14,35,1,owl,animals-gen,hills,"['Deers', 'NorthAmerican']",True,['Bird'],True,deer,True,median
elk,rank-1,681,gemini-3-flash-preview,15,35,1,robin,animals-gen,hills,"['Deers', 'NorthAmerican']",False,['Bird'],False,elk,False,median
moose,rank-1,681,gemini-3-flash-preview,16,35,1,sparrow,animals-gen,hills,"['Deers', 'NorthAmerican']",False,['Bird'],False,moose,False,median
wolf,rank-1,681,gemini-3-flash-preview,17,35,1,falcon,animals-gen,hills,"['Canine', 'NorthAmerican']",False,['Bird'],False,wolf,True,median
fox,rank-1,681,gemini-3-flash-preview,18,35,1,eagle,animals-gen,hills,"['Canine', 'NorthAmerican', 'UsedForFur']",False,['Bird'],False,fox,True,median
bear,rank-1,681,gemini-3-flash-preview,19,35,1,pigeon,animals-gen,hills,['NorthAmerican'],False,['Bird'],False,bear,True,median
lion,rank-1,681,gemini-3-flash-preview,20,35,1,dove,animals-gen,hills,"['African', 'Feline']",True,['Bird'],False,lion,True,median
tiger,rank-1,681,gemini-3-flash-preview,21,35,1,duck,animals-gen,hills,"['African', 'Feline']",False,['Bird'],False,tiger,False,median
leopard,rank-1,681,gemini-3-flash-preview,22,35,1,penguin,animals-gen,hills,"['African', 'Feline']",False,"['Arctic', 'Bird', 'Water']",False,leopard,False,median
cheetah,rank-1,681,gemini-3-flash-preview,23,35,1,emu,animals-gen,hills,"['African', 'Feline']",False,"['Australian', 'Bird']",False,cheetah,False,median
zebra,rank-1,681,gemini-3-flash-preview,24,35,1,ostrich,animals-gen,hills,['African'],False,"['African', 'Bird']",False,zebra,False,median
giraffe,rank-1,681,gemini-3-flash-preview,25,35,1,giraffe,animals-gen,hills,['African'],False,['African'],False,giraffe,False,median
elephant,rank-1,681,gemini-3-flash-preview,26,35,1,wolf,animals-gen,hills,['African'],False,"['Canine', 'NorthAmerican']",True,elephant,False,median
rhinoceros,rank-1,681,gemini-3-flash-preview,27,35,1,cougar,animals-gen,hills,['African'],False,"['Feline', 'NorthAmerican']",False,rhinoceros,False,median
hippopotamus,rank-1,681,gemini-3-flash-preview,28,35,1,panther,animals-gen,hills,['African'],False,"['African', 'Feline']",False,hippopotamus,False,median
crocodile,rank-1,681,gemini-3-flash-preview,29,35,1,snake,animals-gen,hills,['ReptileAmphibian'],True,"['Farm', 'ReptileAmphibian']",True,crocodile,False,median
alligator,rank-1,681,gemini-3-flash-preview,30,35,1,boaconstrictor,animals-gen,hills,"['ReptileAmphibian', 'Water']",False,['ReptileAmphibian'],False,alligator,False,median
turtle,rank-1,681,gemini-3-flash-preview,31,35,1,gecko,animals-gen,hills,"['ReptileAmphibian', 'Water']",False,['ReptileAmphibian'],False,turtle,True,median
snake,rank-1,681,gemini-3-flash-preview,32,35,1,lizard,animals-gen,hills,"['Farm', 'ReptileAmphibian']",False,['ReptileAmphibian'],False,snake,True,median
lizard,rank-1,681,gemini-3-flash-preview,33,35,1,spider,animals-gen,hills,['ReptileAmphibian'],False,"['Arachnid', 'Farm']",True,lizard,False,median
frog,rank-1,681,gemini-3-flash-preview,34,35,1,ant,animals-gen,hills,"['ReptileAmphibian', 'Water']",False,['Insects'],True,frog,True,median
toad,rank-1,681,gemini-3-flash-preview,35,35,1,rabbit,animals-gen,hills,"['ReptileAmphibian', 'Water']",False,"['NorthAmerican', 'Pets', 'Rabbit', 'UsedForFur']",True,toad,False,median
cheetah,rank-1,288,gemini-3-flash-preview,1,35,1,cheetah,animals-gen,hills,"['African', 'Feline']",True,"['African', 'Feline']",True,cheetah,False,median
lion,rank-1,288,gemini-3-flash-preview,2,35,1,lion,animals-gen,hills,"['African', 'Feline']",False,"['African', 'Feline']",False,lion,False,median
tiger,rank-1,288,gemini-3-flash-preview,3,35,1,deer,animals-gen,hills,"['African', 'Feline']",False,"['Deers', 'NorthAmerican']",True,tiger,False,median
leopard,rank-1,288,gemini-3-flash-preview,4,35,1,parrot,animals-gen,hills,"['African', 'Feline']",False,"['Bird', 'Pets']",True,leopard,False,median
jaguar,rank-1,288,gemini-3-flash-preview,5,35,1,guineapig,animals-gen,hills,['Feline'],False,"['Pets', 'Rodents']",False,jaguar,True,median
zebra,rank-1,288,gemini-3-flash-preview,6,35,1,hamster,animals-gen,hills,['African'],True,"['Pets', 'Rodents']",False,zebra,True,median
giraffe,rank-1,288,gemini-3-flash-preview,7,35,1,squirrel,animals-gen,hills,['African'],False,"['NorthAmerican', 'Rodents']",False,giraffe,False,median
elephant,rank-1,288,gemini-3-flash-preview,8,35,1,chipmunk,animals-gen,hills,['African'],False,"['NorthAmerican', 'Rodents']",False,elephant,False,median
rhino,rank-1,288,gemini-3-flash-preview,9,35,1,dove,animals-gen,hills,['African'],False,['Bird'],True,rhino,False,median
hippo,rank-1,288,gemini-3-flash-preview,10,35,1,alligator,animals-gen,hills,,True,"['ReptileAmphibian', 'Water']",True,hippo,False,median
crocodile,rank-1,288,gemini-3-flash-preview,11,35,1,prayingmantis,animals-gen,hills,['ReptileAmphibian'],True,['Insects'],True,crocodile,False,median
alligator,rank-1,288,gemini-3-flash-preview,12,35,1,toucan,animals-gen,hills,"['ReptileAmphibian', 'Water']",False,['Bird'],True,alligator,False,median
snake,rank-1,288,gemini-3-flash-preview,13,35,1,owl,animals-gen,hills,"['Farm', 'ReptileAmphibian']",False,['Bird'],False,snake,True,median
lizard,rank-1,288,gemini-3-flash-preview,14,35,1,pigeon,animals-gen,hills,['ReptileAmphibian'],False,['Bird'],False,lizard,False,median
turtle,rank-1,288,gemini-3-flash-preview,15,35,1,giraffe,animals-gen,hills,"['ReptileAmphibian', 'Water']",False,['African'],True,turtle,True,median
frog,rank-1,288,gemini-3-flash-preview,16,35,1,hawk,animals-gen,hills,"['ReptileAmphibian', 'Water']",False,['Bird'],True,frog,True,median
toad,rank-1,288,gemini-3-flash-preview,17,35,1,tiger,animals-gen,hills,"['ReptileAmphibian', 'Water']",False,"['African', 'Feline']",True,toad,False,median
salamander,rank-1,288,gemini-3-flash-preview,18,35,1,elephant,animals-gen,hills,"['ReptileAmphibian', 'Water']",False,['African'],False,salamander,True,median
shark,rank-1,288,gemini-3-flash-preview,19,35,1,rat,animals-gen,hills,"['Fish', 'Water']",False,['Rodents'],True,shark,True,median
whale,rank-1,288,gemini-3-flash-preview,20,35,1,mouse,animals-gen,hills,"['Fish', 'Water']",False,"['Bird', 'Rodents']",False,whale,False,median
dolphin,rank-1,288,gemini-3-flash-preview,21,35,1,bear,animals-gen,hills,"['Insects', 'Water']",False,['NorthAmerican'],True,dolphin,False,median
seal,rank-1,288,gemini-3-flash-preview,22,35,1,moose,animals-gen,hills,"['Arctic', 'Water']",False,"['Deers', 'NorthAmerican']",False,seal,True,median
penguin,rank-1,288,gemini-3-flash-preview,23,35,1,beaver,animals-gen,hills,"['Arctic', 'Bird', 'Water']",False,"['NorthAmerican', 'Rodents', 'UsedForFur', 'Water']",False,penguin,True,median
polar_bear,rank-1,288,gemini-3-flash-preview,24,35,1,dog,animals-gen,hills,['Arctic'],False,"['Canine', 'Pets']",True,polar bear,True,median
wolf,rank-1,288,gemini-3-flash-preview,25,35,1,cat,animals-gen,hills,"['Canine', 'NorthAmerican']",True,['Pets'],False,wolf,True,median
fox,rank-1,288,gemini-3-flash-preview,26,35,1,iguana,animals-gen,hills,"['Canine', 'NorthAmerican', 'UsedForFur']",False,['ReptileAmphibian'],True,fox,True,median
dog,rank-1,288,gemini-3-flash-preview,27,35,1,ferret,animals-gen,hills,"['Canine', 'Pets']",False,"['Farm', 'Weasels']",True,dog,True,median
cat,rank-1,288,gemini-3-flash-preview,28,35,1,pig,animals-gen,hills,['Pets'],False,['Farm'],False,cat,False,median
hamster,rank-1,288,gemini-3-flash-preview,29,35,1,chicken,animals-gen,hills,"['Pets', 'Rodents']",False,"['Bird', 'Farm']",False,hamster,False,median
guinea_pig,rank-1,288,gemini-3-flash-preview,30,35,1,rooster,animals-gen,hills,"['Pets', 'Rodents']",False,['Farm'],False,guinea pig,False,median
rabbit,rank-1,288,gemini-3-flash-preview,31,35,1,cow,animals-gen,hills,"['NorthAmerican', 'Pets', 'Rabbit', 'UsedForFur']",False,"['Bovine', 'Farm']",False,rabbit,True,median
squirrel,rank-1,288,gemini-3-flash-preview,32,35,1,llama,animals-gen,hills,"['NorthAmerican', 'Rodents']",False,"['BeastsOfBurden', 'UsedForFur']",True,squirrel,False,median
deer,rank-1,288,gemini-3-flash-preview,33,35,1,rabbit,animals-gen,hills,"['Deers', 'NorthAmerican']",False,"['NorthAmerican', 'Pets', 'Rabbit', 'UsedForFur']",False,deer,True,median
moose,rank-1,288,gemini-3-flash-preview,34,35,1,gazelle,animals-gen,hills,"['Deers', 'NorthAmerican']",False,"['African', 'Deers']",True,moose,False,median
bear,rank-1,288,gemini-3-flash-preview,35,35,1,antelope,animals-gen,hills,['NorthAmerican'],False,['African'],False,bear,True,median
bear,rank-1,689,gemini-3-flash-preview,1,30,1,bear,animals-gen,hills,['NorthAmerican'],True,['NorthAmerican'],True,bear,False,median
wolf,rank-1,689,gemini-3-flash-preview,2,30,1,cat,animals-gen,hills,"['Canine', 'NorthAmerican']",False,['Pets'],True,wolf,True,median
fox,rank-1,689,gemini-3-flash-preview,3,30,1,dog,animals-gen,hills,"['Canine', 'NorthAmerican', 'UsedForFur']",False,"['Canine', 'Pets']",False,fox,True,median
deer,rank-1,689,gemini-3-flash-preview,4,30,1,cougar,animals-gen,hills,"['Deers', 'NorthAmerican']",False,"['Feline', 'NorthAmerican']",True,deer,True,median
rabbit,rank-1,689,gemini-3-flash-preview,5,30,1,panther,animals-gen,hills,"['NorthAmerican', 'Pets', 'Rabbit', 'UsedForFur']",False,"['African', 'Feline']",False,rabbit,True,median
squirrel,rank-1,689,gemini-3-flash-preview,6,30,1,tiger,animals-gen,hills,"['NorthAmerican', 'Rodents']",False,"['African', 'Feline']",False,squirrel,False,median
lion,rank-1,689,gemini-3-flash-preview,7,30,1,wildcat,animals-gen,hills,"['African', 'Feline']",True,['Feline'],False,lion,True,median
tiger,rank-1,689,gemini-3-flash-preview,8,30,1,monkey,animals-gen,hills,"['African', 'Feline']",False,"['African', 'Primates']",True,tiger,False,median
elephant,rank-1,689,gemini-3-flash-preview,9,30,1,gorilla,animals-gen,hills,['African'],False,"['African', 'Primates']",False,elephant,True,median
giraffe,rank-1,689,gemini-3-flash-preview,10,30,1,snake,animals-gen,hills,['African'],False,"['Farm', 'ReptileAmphibian']",True,giraffe,False,median
zebra,rank-1,689,gemini-3-flash-preview,11,30,1,human,animals-gen,hills,['African'],False,['Primates'],True,zebra,False,median
hippo,rank-1,689,gemini-3-flash-preview,12,30,1,bird,animals-gen,hills,,True,['Bird'],True,hippo,False,median
rhino,rank-1,689,gemini-3-flash-preview,13,30,1,pigeon,animals-gen,hills,['African'],True,['Bird'],False,rhino,False,median
monkey,rank-1,689,gemini-3-flash-preview,14,30,1,lion,animals-gen,hills,"['African', 'Primates']",False,"['African', 'Feline']",True,monkey,True,median
gorilla,rank-1,689,gemini-3-flash-preview,15,30,1,jaguar,animals-gen,hills,"['African', 'Primates']",False,['Feline'],False,gorilla,False,median
chimpanzee,rank-1,689,gemini-3-flash-preview,16,30,1,buck,animals-gen,hills,"['African', 'Primates']",False,['Deers'],True,chimpanzee,False,median
snake,rank-1,689,gemini-3-flash-preview,17,30,1,horse,animals-gen,hills,"['Farm', 'ReptileAmphibian']",True,"['BeastsOfBurden', 'Farm']",True,snake,True,median
lizard,rank-1,689,gemini-3-flash-preview,18,30,1,goat,animals-gen,hills,['ReptileAmphibian'],False,['Farm'],False,lizard,False,median
turtle,rank-1,689,gemini-3-flash-preview,19,30,1,chicken,animals-gen,hills,"['ReptileAmphibian', 'Water']",False,"['Bird', 'Farm']",False,turtle,False,median
frog,rank-1,689,gemini-3-flash-preview,20,30,1,cow,animals-gen,hills,"['ReptileAmphibian', 'Water']",False,"['Bovine', 'Farm']",False,frog,False,median
fish,rank-1,689,gemini-3-flash-preview,21,30,1,pig,animals-gen,hills,"['Fish', 'Water']",False,['Farm'],False,fish,True,median
shark,rank-1,689,gemini-3-flash-preview,22,30,1,duck,animals-gen,hills,"['Fish', 'Water']",False,['Bird'],True,shark,False,median
whale,rank-1,689,gemini-3-flash-preview,23,30,1,piglet,animals-gen,hills,"['Fish', 'Water']",False,['Farm'],True,whale,False,median
dolphin,rank-1,689,gemini-3-flash-preview,24,30,1,hog,animals-gen,hills,"['Insects', 'Water']",False,['Farm'],False,dolphin,False,median
seal,rank-1,689,gemini-3-flash-preview,25,30,1,hen,animals-gen,hills,"['Arctic', 'Water']",False,['Farm'],False,seal,True,median
penguin,rank-1,689,gemini-3-flash-preview,26,30,1,goose,animals-gen,hills,"['Arctic', 'Bird', 'Water']",False,['Water'],True,penguin,True,median
eagle,rank-1,689,gemini-3-flash-preview,27,30,1,squirrel,animals-gen,hills,['Bird'],False,"['NorthAmerican', 'Rodents']",True,eagle,True,median
owl,rank-1,689,gemini-3-flash-preview,28,30,1,rooster,animals-gen,hills,['Bird'],False,['Farm'],True,owl,False,median
hawk,rank-1,689,gemini-3-flash-preview,29,30,1,boar,animals-gen,hills,['Bird'],False,['NorthAmerican'],True,hawk,True,median
parrot,rank-1,689,gemini-3-flash-preview,30,30,1,mountainlion,animals-gen,hills,"['Bird', 'Pets']",False,"['Feline', 'NorthAmerican']",False,parrot,True,median
cat,rank-1,479,gemini-3-flash-preview,1,35,1,cat,animals-gen,hills,['Pets'],True,['Pets'],True,cat,False,median
dog,rank-1,479,gemini-3-flash-preview,2,35,1,dog,animals-gen,hills,"['Canine', 'Pets']",False,"['Canine', 'Pets']",False,dog,False,median
rabbit,rank-1,479,gemini-3-flash-preview,3,35,1,elephant,animals-gen,hills,"['NorthAmerican', 'Pets', 'Rabbit', 'UsedForFur']",False,['African'],True,rabbit,True,median
hamster,rank-1,479,gemini-3-flash-preview,4,35,1,giraffe,animals-gen,hills,"['Pets', 'Rodents']",False,['African'],False,hamster,False,median
guinea_pig,rank-1,479,gemini-3-flash-preview,5,35,1,monkey,animals-gen,hills,"['Pets', 'Rodents']",False,"['African', 'Primates']",False,guinea pig,False,median
horse,rank-1,479,gemini-3-flash-preview,6,35,1,gorilla,animals-gen,hills,"['BeastsOfBurden', 'Farm']",True,"['African', 'Primates']",False,horse,True,median
